time_index_colombia,entity_id,v1,activeenergyimport,v2,relativethdvoltage,totalpowerfactor,activepower,reactiveenergyimport,reactiveenergyexport,v3,relativethdcurrent,reactivepower
2025-07-03 20:00:00,,,,,,,,,,,,
2025-07-03 21:00:00,,,,,,,,,,,,
2025-07-03 22:00:00,,,,,,,,,,,,
2025-07-03 23:00:00,,,,,,,,,,,,
2025-07-04 00:00:00,,,,,,,,,,,,
2025-07-04 01:00:00,,,,,,,,,,,,
2025-07-04 02:00:00,,,,,,,,,,,,
2025-07-04 03:00:00,,,,,,,,,,,,
2025-07-04 04:00:00,,,,,,,,,,,,
2025-07-04 05:00:00,,,,,,,,,,,,
2025-07-04 06:00:00,,,,,,,,,,,,
2025-07-04 07:00:00,,,,,,,,,,,,
2025-07-04 08:00:00,,,,,,,,,,,,
2025-07-04 09:00:00,,,,,,,,,,,,
2025-07-04 10:00:00,SmartMeter_SM_B12_DERE,120.37,,,,,,,,,,
2025-07-04 11:00:00,SmartMeter_SM_B10_ARQ,123.5,70481170.0,124.99,1.579,0.89,5541.5,75968480.0,699342.0,124.92,4.437,2525.0
2025-07-04 12:00:00,SmartMeter_SM_B10_ARQ,123.37,70485304.0,124.1,1.703,0.83,3362.6,75970376.0,699342.0,124.34,4.288,2083.0
2025-07-04 13:00:00,SmartMeter_SM_B10_ARQ,123.5,70489770.0,124.35,1.771,0.93,4451.4,75972340.0,699342.0,125.05,6.257,1668.0
2025-07-04 14:00:00,SmartMeter_SM_B9_SFA2,123.76,78483060.0,124.2,2.331,0.97,56581.2,83497580.0,2815.0,124.04,12.143,9953.0
2025-07-04 15:00:00,SmartMeter_SM_B9_SFA2,124.02,78528640.0,124.58,2.011,0.97,31012.3,83507960.0,2815.0,124.45,6.605,5591.0
2025-07-04 16:00:00,SmartMeter_SM_B9_SFA2,124.1,78575464.0,124.64,2.276,0.97,40612.5,83518860.0,2815.0,124.63,8.834,8148.0
2025-07-04 17:00:00,SmartMeter_SM_B9_SFA2,125.12,78618380.0,125.75,2.26,0.97,39281.2,83529140.0,2815.0,125.7,8.585,8014.0
2025-07-04 18:00:00,SmartMeter_SM_B9_SFA2,124.81,78657770.0,125.38,2.168,0.96,40834.8,83538320.0,2815.0,125.49,8.319,10979.0
2025-07-04 19:00:00,SmartMeter_SM_B10_ARQ,123.8,70571190.0,124.83,1.551,0.94,5561.8,76012136.0,699342.0,125.32,3.343,1906.0
2025-07-04 20:00:00,SmartMeter_SM_B10_ARQ,124.35,70577220.0,126.03,1.632,0.94,6668.2,76014430.0,699342.0,126.07,3.364,2256.0
2025-07-04 21:00:00,SmartMeter_SM_B10_ARQ,125.25,70583464.0,126.54,1.594,0.91,6529.5,76016824.0,699342.0,126.45,3.285,2841.0
2025-07-04 22:00:00,SmartMeter_SM_B10_ARQ,124.79,70588904.0,126.06,1.592,0.89,3234.5,76018910.0,699342.0,125.95,3.301,1339.0
2025-07-04 23:00:00,SmartMeter_SM_B10_ARQ,124.96,70592120.0,125.85,1.516,0.91,2827.5,76019910.0,699342.0,125.83,3.313,754.0
2025-07-05 00:00:00,SmartMeter_SM_B9_SFA2,126.91,78789180.0,127.53,1.366,0.94,6505.9,83574770.0,2815.0,127.71,1.789,1291.0
2025-07-05 01:00:00,SmartMeter_SM_B9_SFA2,124.66,78796880.0,125.3,1.378,0.94,10331.8,83576620.0,2815.0,125.51,2.537,2974.0
2025-07-05 02:00:00,SmartMeter_SM_B9_SFA2,125.01,78804560.0,125.58,1.379,0.94,7155.7,83578300.0,2815.0,125.84,2.39,1195.0
2025-07-05 03:00:00,SmartMeter_SM_B9_SFA2,125.4,78813180.0,126.05,1.403,0.92,6105.2,83580480.0,2815.0,126.24,1.317,1384.0
2025-07-05 04:00:00,SmartMeter_SM_B10_ARQ,123.94,70608136.0,124.83,1.466,0.98,2281.8,76024990.0,699342.0,125.34,3.281,154.0
2025-07-05 05:00:00,SmartMeter_SM_B10_ARQ,124.39,70611256.0,124.85,1.36,0.9,2768.8,76025970.0,699342.0,124.97,3.231,866.0
2025-07-05 06:00:00,SmartMeter_SM_B10_ARQ,123.19,70614980.0,124.05,1.321,0.94,4812.3,76027210.0,699342.0,124.66,3.062,1584.0
2025-07-05 07:00:00,SmartMeter_SM_B10_ARQ,123.37,70620340.0,124.36,1.341,0.94,4475.4,76029330.0,699342.0,124.69,2.923,1476.0
2025-07-05 08:00:00,SmartMeter_SM_B10_ARQ,123.39,70625360.0,124.55,1.464,0.9,4924.6,76031410.0,699342.0,124.71,2.867,2301.0
2025-07-05 09:00:00,SmartMeter_SM_B9_SFA2,123.75,78891890.0,124.35,1.997,0.97,23177.7,83601920.0,2815.0,124.5,7.767,4491.0
2025-07-05 10:00:00,SmartMeter_SM_B9_SFA2,124.29,78915980.0,124.93,1.564,0.95,22044.3,83608344.0,2815.0,125.07,4.298,6286.0
2025-07-05 11:00:00,SmartMeter_SM_B9_SFA2,123.19,78947080.0,123.65,1.792,0.96,61825.5,83616344.0,2815.0,123.61,9.669,16828.0
2025-07-05 12:00:00,SmartMeter_SM_B9_SFA2,123.99,78978570.0,124.54,1.811,0.97,27359.3,83623016.0,2815.0,124.54,5.913,5060.0
2025-07-05 13:00:00,SmartMeter_SM_B3_RECT,125.18,16037311.0,125.94,1.343,0.99,3271.8,32507828.0,4638735.0,125.81,2.049,243.0
2025-07-05 14:00:00,SmartMeter_SM_B10_ARQ,123.89,70647410.0,125.61,1.502,0.87,4703.8,76043610.0,699342.0,125.47,2.997,2535.0
2025-07-05 15:00:00,SmartMeter_SM_B10_ARQ,124.22,70651336.0,125.29,1.449,0.85,3694.6,76045630.0,699342.0,125.47,2.903,2252.0
2025-07-05 16:00:00,SmartMeter_SM_B10_ARQ,124.02,70655660.0,125.35,1.449,0.88,5042.7,76047820.0,699342.0,125.21,2.957,2669.0
2025-07-05 17:00:00,SmartMeter_SM_B10_ARQ,124.13,70660730.0,125.59,1.348,0.93,5416.9,76050010.0,699342.0,126.14,3.12,2006.0
2025-07-05 18:00:00,SmartMeter_SM_B9_SFA2,125.85,79182780.0,126.52,1.428,0.96,13921.9,83669380.0,2815.0,126.62,3.787,3122.0
2025-07-05 19:00:00,SmartMeter_SM_B9_SFA2,125.71,79191440.0,126.33,1.23,0.96,8388.4,83671100.0,2815.0,126.53,2.905,1182.0
2025-07-05 20:00:00,SmartMeter_SM_B9_SFA2,126.23,79200950.0,126.88,1.289,0.95,12442.2,83673200.0,2815.0,127.04,2.911,3351.0
2025-07-05 21:00:00,SmartMeter_SM_B9_SFA2,125.43,79209280.0,126.25,1.338,0.95,8123.4,83675070.0,2815.0,126.22,2.784,1178.0
2025-07-05 22:00:00,SmartMeter_SM_B9_SFA2,126.44,79217016.0,127.16,1.21,0.94,11191.4,83676776.0,2815.0,127.33,2.557,3259.0
2025-07-05 23:00:00,SmartMeter_SM_B10_ARQ,126.08,70681570.0,126.97,1.306,0.9,3335.8,76057030.0,699342.0,127.07,3.058,1311.0
2025-07-06 00:00:00,SmartMeter_SM_B10_ARQ,124.68,70684750.0,125.55,1.404,0.96,2913.1,76058060.0,699342.0,125.82,3.211,762.0
2025-07-06 01:00:00,SmartMeter_SM_B10_ARQ,123.7,70687770.0,125.22,1.414,0.9,3723.1,76058936.0,699342.0,125.12,3.368,1606.0
2025-07-06 02:00:00,SmartMeter_SM_B10_ARQ,124.43,70690800.0,125.32,1.449,0.89,2809.8,76059784.0,699342.0,125.31,3.209,982.0
2025-07-06 03:00:00,SmartMeter_SM_B9_SFA2,124.69,79255576.0,125.22,1.311,0.93,7865.9,83685624.0,2815.0,125.43,1.77,1366.0
2025-07-06 04:00:00,SmartMeter_SM_B9_SFA2,124.97,79263320.0,125.55,1.322,0.87,3140.5,83687560.0,2815.0,125.93,0.805,997.0
2025-07-06 05:00:00,SmartMeter_SM_B9_SFA2,125.14,79270320.0,125.75,1.412,0.92,5107.6,83689260.0,2815.0,125.97,1.338,1083.0
2025-07-06 06:00:00,SmartMeter_SM_B9_SFA2,125.1,79277290.0,125.81,1.435,0.95,8089.1,83690860.0,2815.0,125.97,2.853,1178.0
2025-07-06 07:00:00,SmartMeter_SM_B9_SFA2,124.58,79284200.0,125.17,1.315,0.86,3163.9,83692510.0,2815.0,125.52,0.809,1038.0
2025-07-06 08:00:00,SmartMeter_SM_B9_SFA2,124.65,79292060.0,125.25,1.388,0.92,5909.9,83694400.0,2815.0,125.45,1.363,1234.0
2025-07-06 09:00:00,SmartMeter_SM_B9_SFA2,124.18,79299490.0,124.64,1.815,0.96,10138.3,83696080.0,2815.0,124.97,4.324,1210.0
2025-07-06 10:00:00,SmartMeter_SM_B9_SFA2,124.94,79306400.0,125.41,1.415,0.91,5543.2,83697580.0,2815.0,125.71,1.514,1172.0
2025-07-06 11:00:00,SmartMeter_SM_B9_SFA2,124.26,79314930.0,124.75,1.512,0.95,6249.7,83699330.0,2815.0,125.1,1.803,1066.0
2025-07-06 12:00:00,SmartMeter_SM_B9_SFA2,124.17,79323910.0,124.54,1.527,0.94,9980.6,83701140.0,2815.0,124.81,1.493,2912.0
2025-07-06 13:00:00,SmartMeter_SM_B9_SFA2,124.2,79333640.0,124.76,1.756,0.96,13451.8,83702890.0,2815.0,124.91,2.961,2798.0
2025-07-06 14:00:00,SmartMeter_SM_B9_SFA2,123.98,79347670.0,124.51,1.662,0.94,11151.9,83705990.0,2815.0,124.72,1.376,2594.0
2025-07-06 15:00:00,SmartMeter_SM_B10_ARQ,124.0,70715570.0,124.75,1.728,0.98,528.2,76070500.0,699350.0,125.08,2.915,48.0
2025-07-06 16:00:00,SmartMeter_SM_B10_ARQ,123.73,70717040.0,124.86,1.712,0.87,2971.1,76071480.0,699358.0,125.04,3.018,1519.0
2025-07-06 17:00:00,SmartMeter_SM_B10_ARQ,123.5,70719150.0,125.06,1.582,0.86,3037.3,76072216.0,699358.0,124.9,2.925,1510.0
2025-07-06 18:00:00,SmartMeter_SM_B10_ARQ,124.11,70721950.0,125.21,1.546,0.9,2830.8,76073240.0,699358.0,125.23,2.868,1056.0
2025-07-06 19:00:00,SmartMeter_SM_B10_ARQ,123.84,70724824.0,125.28,1.457,0.9,3752.7,76074090.0,699358.0,125.13,3.342,1506.0
2025-07-06 20:00:00,SmartMeter_SM_B10_ARQ,124.74,70727920.0,125.23,1.457,0.98,2346.2,76075040.0,699358.0,125.65,3.213,281.0
2025-07-06 21:00:00,SmartMeter_SM_B10_ARQ,124.36,70731020.0,126.01,1.501,0.89,3535.4,76075980.0,699358.0,126.27,3.336,1626.0
2025-07-06 22:00:00,SmartMeter_SM_B10_ARQ,125.36,70734330.0,126.26,1.484,0.89,2693.6,76077000.0,699358.0,126.17,3.151,778.0
2025-07-06 23:00:00,SmartMeter_SM_B10_ARQ,125.38,70737550.0,126.38,1.392,0.96,2751.2,76078104.0,699358.0,126.55,3.354,635.0
2025-07-07 00:00:00,SmartMeter_SM_B10_ARQ,126.41,70740560.0,126.78,1.504,0.89,2741.6,76078984.0,699358.0,127.05,3.271,805.0
2025-07-07 01:00:00,SmartMeter_SM_B10_ARQ,126.15,70743780.0,126.8,1.353,0.93,4048.8,76080056.0,699358.0,127.28,3.179,898.0
2025-07-07 02:00:00,SmartMeter_SM_B10_ARQ,125.65,70746744.0,127.12,1.343,0.93,3463.4,76080904.0,699358.0,127.66,3.318,1208.0
2025-07-07 03:00:00,SmartMeter_SM_B10_ARQ,126.0,70749896.0,127.29,1.378,0.96,2827.2,76081930.0,699358.0,127.6,3.181,590.0
2025-07-07 04:00:00,SmartMeter_SM_B10_ARQ,125.89,70753010.0,127.21,1.417,0.88,3222.6,76082776.0,699358.0,127.12,3.239,1386.0
2025-07-07 05:00:00,SmartMeter_SM_B10_ARQ,125.91,70756160.0,126.77,1.406,0.89,2783.5,76083850.0,699358.0,126.66,3.159,921.0
2025-07-07 06:00:00,SmartMeter_SM_B10_ARQ,124.87,70761430.0,125.3,1.703,0.97,7135.5,76084790.0,699363.0,126.15,5.349,1501.0
2025-07-07 07:00:00,SmartMeter_SM_B9_SFA2,123.23,79512930.0,123.71,2.506,0.95,37059.1,83744970.0,2815.0,123.87,11.613,9481.0
2025-07-07 08:00:00,SmartMeter_SM_B9_SFA2,123.81,79534504.0,124.41,1.595,0.95,17912.0,83751630.0,2815.0,124.54,3.422,4571.0
2025-07-07 09:00:00,SmartMeter_SM_B10_ARQ,123.65,70786790.0,124.17,2.989,0.98,13230.7,76090740.0,699363.0,125.14,16.738,2141.0
2025-07-07 10:00:00,SmartMeter_SM_B9_SFA2,123.83,79584860.0,124.33,1.863,0.96,36493.4,83764824.0,2815.0,124.36,5.933,9713.0
2025-07-07 11:00:00,SmartMeter_SM_B10_ARQ,122.99,70803130.0,123.5,2.409,0.99,5578.1,76092160.0,699393.0,124.45,10.838,265.0
2025-07-07 12:00:00,SmartMeter_SM_B10_ARQ,123.74,70809540.0,124.74,2.231,0.98,6849.8,76092550.0,699435.0,124.85,9.496,672.0
2025-07-07 13:00:00,,,,,,,,,,,,
2025-07-07 14:00:00,SmartMeter_SM_B10_ARQ,124.04,70819250.0,125.29,2.25,0.96,5827.2,76093544.0,699491.0,125.76,8.918,1110.0
2025-07-07 15:00:00,SmartMeter_SM_ECOVILLA,,,,,,,,,,,
2025-07-07 16:00:00,SmartMeter_SM_B10_ARQ,124.07,70835490.0,124.46,2.338,0.98,7737.8,76094376.0,699634.0,125.3,8.994,746.0
2025-07-07 17:00:00,SmartMeter_SM_B10_ARQ,125.21,70845230.0,125.71,2.132,0.98,10127.3,76095360.0,699634.0,126.16,8.095,866.0
2025-07-07 18:00:00,SmartMeter_SM_B10_ARQ,124.73,70853840.0,125.19,2.173,0.98,7312.9,76096120.0,699634.0,125.36,7.852,773.0
2025-07-07 19:00:00,SmartMeter_SM_B10_ARQ,125.16,70859800.0,125.86,1.691,0.96,5441.3,76097220.0,699634.0,125.81,5.474,1481.0
2025-07-07 20:00:00,SmartMeter_SM_B10_ARQ,125.08,70864270.0,126.39,1.532,0.94,4123.7,76098650.0,699634.0,126.76,3.684,1441.0
2025-07-07 21:00:00,SmartMeter_SM_B10_ARQ,124.1,70868280.0,125.76,1.581,0.9,4532.2,76100130.0,699634.0,125.65,3.548,2105.0
2025-07-07 22:00:00,SmartMeter_SM_B10_ARQ,125.57,70872264.0,126.35,1.503,0.91,3786.0,76101460.0,699634.0,126.58,3.511,1560.0
2025-07-07 23:00:00,SmartMeter_SM_B10_ARQ,125.97,70876110.0,126.99,1.431,0.88,4341.5,76103060.0,699634.0,127.18,3.522,2228.0
2025-07-08 00:00:00,SmartMeter_SM_B10_ARQ,125.24,70879790.0,126.68,1.543,0.92,3793.1,76104460.0,699634.0,127.39,3.489,1480.0
2025-07-08 01:00:00,SmartMeter_SM_B10_ARQ,125.8,70883336.0,126.7,1.556,0.89,3621.7,76105860.0,699634.0,127.18,3.596,1792.0
2025-07-08 02:00:00,SmartMeter_SM_B10_ARQ,126.59,70886936.0,127.11,1.563,0.91,3120.9,76107270.0,699634.0,126.99,3.376,1208.0
2025-07-08 03:00:00,SmartMeter_SM_B10_ARQ,126.43,70890520.0,126.88,1.587,0.95,2752.1,76108710.0,699634.0,127.64,3.491,697.0
2025-07-08 04:00:00,SmartMeter_SM_B10_ARQ,125.95,70894140.0,127.1,1.577,0.94,3702.5,76110050.0,699634.0,127.49,3.458,1132.0
2025-07-08 05:00:00,SmartMeter_SM_B10_ARQ,125.78,70897770.0,126.61,1.541,0.93,4210.7,76111560.0,699634.0,127.0,3.529,1212.0
2025-07-08 06:00:00,SmartMeter_SM_B10_ARQ,124.55,70903470.0,125.02,1.824,0.97,10416.4,76112936.0,699635.0,125.91,6.039,2252.0
2025-07-08 07:00:00,SmartMeter_SM_B10_ARQ,124.12,70912720.0,124.76,2.289,0.95,9422.6,76115020.0,699635.0,125.36,6.34,2758.0
2025-07-08 08:00:00,SmartMeter_SM_B10_ARQ,122.44,70922070.0,123.62,2.109,0.97,10420.0,76116960.0,699635.0,124.35,5.957,2396.0
2025-07-08 09:00:00,SmartMeter_SM_B10_ARQ,122.28,70931130.0,123.27,2.257,0.97,9811.0,76118610.0,699635.0,123.53,8.043,2101.0
2025-07-08 10:00:00,SmartMeter_SM_B10_ARQ,123.07,70940990.0,123.98,2.5,0.99,10394.0,76120110.0,699635.0,124.32,11.956,1281.0
2025-07-08 11:00:00,SmartMeter_SM_B10_ARQ,123.61,70950760.0,124.03,2.669,0.98,9267.3,76121384.0,699635.0,124.47,12.223,1606.0
2025-07-08 12:00:00,SmartMeter_SM_B10_ARQ,122.9,70959690.0,123.66,2.446,0.98,7287.8,76122870.0,699635.0,124.19,10.037,1148.0
2025-07-08 13:00:00,SmartMeter_SM_B10_ARQ,123.45,70968424.0,124.21,2.261,0.97,7983.3,76124380.0,699635.0,124.41,9.947,1438.0
2025-07-08 14:00:00,SmartMeter_SM_B10_ARQ,123.58,70976856.0,123.98,2.377,0.98,7259.5,76126070.0,699635.0,124.62,9.056,1016.0
2025-07-08 15:00:00,SmartMeter_SM_B10_ARQ,123.87,70986680.0,124.09,2.467,0.99,10061.2,76127770.0,699635.0,124.88,11.156,914.0
2025-07-08 16:00:00,SmartMeter_SM_B10_ARQ,123.44,70997630.0,124.23,2.355,0.98,11777.4,76129450.0,699635.0,124.57,10.234,1954.0
2025-07-08 17:00:00,SmartMeter_SM_B10_ARQ,124.44,71008640.0,125.68,2.229,0.97,10087.4,76131330.0,699635.0,125.42,7.22,2182.0
2025-07-08 18:00:00,SmartMeter_SM_B10_ARQ,124.76,71018900.0,125.42,2.169,0.98,9519.4,76133220.0,699635.0,126.25,7.349,1555.0
2025-07-08 19:00:00,SmartMeter_SM_B10_ARQ,124.02,71028450.0,125.17,1.817,0.95,9034.5,76135176.0,699635.0,125.23,6.001,2488.0
2025-07-08 20:00:00,SmartMeter_SM_B10_ARQ,125.31,71037470.0,125.98,1.712,0.97,8100.4,76137430.0,699635.0,126.1,7.115,1366.0
2025-07-08 21:00:00,SmartMeter_SM_B10_ARQ,124.96,71045180.0,125.86,1.622,0.95,7856.5,76139460.0,699635.0,125.87,3.565,1780.0
2025-07-08 22:00:00,SmartMeter_SM_B10_ARQ,125.39,71050664.0,127.2,1.544,0.94,3535.3,76141370.0,699635.0,127.35,3.309,1125.0
2025-07-08 23:00:00,SmartMeter_SM_B10_ARQ,124.74,71054024.0,125.83,1.543,0.91,3527.6,76142330.0,699635.0,125.88,3.088,1434.0
2025-07-09 00:00:00,SmartMeter_SM_B10_ARQ,124.65,71057270.0,126.42,1.463,0.9,4487.6,76143330.0,699635.0,126.2,3.209,1563.0
2025-07-09 01:00:00,SmartMeter_SM_B10_ARQ,125.32,71060540.0,126.26,1.433,0.98,2487.5,76144350.0,699635.0,126.56,3.199,344.0
2025-07-09 02:00:00,SmartMeter_SM_B10_ARQ,125.55,71063820.0,126.58,1.483,0.9,3406.8,76145380.0,699635.0,126.82,3.297,1460.0
2025-07-09 03:00:00,SmartMeter_SM_B10_ARQ,125.91,71066900.0,126.75,1.425,0.98,2598.0,76146190.0,699635.0,127.03,3.235,484.0
2025-07-09 04:00:00,SmartMeter_SM_B10_ARQ,125.98,71070230.0,126.82,1.461,0.99,2459.3,76147290.0,699635.0,126.97,3.302,258.0
2025-07-09 05:00:00,SmartMeter_SM_B10_ARQ,125.13,71073330.0,126.63,1.334,0.9,3376.4,76148000.0,699635.0,126.45,3.259,1437.0
2025-07-09 06:00:00,SmartMeter_SM_B10_ARQ,124.38,71079224.0,125.31,1.52,0.98,8086.1,76149150.0,699664.0,125.77,5.303,1435.0
2025-07-09 07:00:00,SmartMeter_SM_B10_ARQ,122.9,71088150.0,123.18,2.214,0.97,9575.2,76150450.0,699664.0,123.86,6.892,1775.0
2025-07-09 08:00:00,SmartMeter_SM_B10_ARQ,123.42,71097400.0,124.42,2.075,0.99,8798.9,76151944.0,699664.0,124.49,7.216,933.0
2025-07-09 09:00:00,SmartMeter_SM_B10_ARQ,123.69,71107170.0,124.79,2.287,0.99,6657.0,76153100.0,699672.0,125.12,9.878,340.0
2025-07-09 10:00:00,SmartMeter_SM_B10_ARQ,123.52,71114630.0,124.41,2.371,0.99,7251.8,76153430.0,699722.0,124.73,10.395,414.0
2025-07-09 11:00:00,SmartMeter_SM_B10_ARQ,122.86,71123224.0,124.14,2.395,0.96,9290.9,76154664.0,699756.0,123.2,10.005,2262.0
2025-07-09 12:00:00,,,,,,,,,,,,
2025-07-09 13:00:00,,,,,,,,,,,,
2025-07-09 14:00:00,SmartMeter_SM_B10_ARQ,123.26,71150230.0,124.22,2.396,0.94,8130.7,76161180.0,699756.0,123.16,9.57,2291.0
2025-07-09 15:00:00,SmartMeter_SM_B12_DERE,120.05,41671836.0,120.85,1.958,0.87,11718.6,847254.5,62204259.0,120.59,23.823,5705.0
2025-07-09 16:00:00,SmartMeter_SM_B10_ARQ,124.2,71171220.0,125.84,2.176,0.94,8959.8,76165830.0,699756.0,124.71,8.353,2505.0
2025-07-09 17:00:00,SmartMeter_SM_ECOVILLA,113.67,6607043.5,141.12,13.798,0.84,421.5,297155.1,4405623.0,129.87,5.409,206.0
2025-07-09 18:00:00,SmartMeter_SM_B10_ARQ,125.31,71190320.0,126.65,1.927,0.94,9607.4,76170030.0,699756.0,125.73,7.88,2691.0
2025-07-09 19:00:00,SmartMeter_SM_B10_ARQ,125.22,71198900.0,126.45,1.7,0.91,7756.5,76173030.0,699756.0,125.25,5.702,3037.0
2025-07-09 20:00:00,SmartMeter_SM_ECOVILLA,113.93,6607957.0,141.3,13.653,0.81,339.6,297155.1,4406250.0,130.33,4.945,207.0
2025-07-09 21:00:00,SmartMeter_SM_B10_ARQ,125.69,71213310.0,127.25,1.494,0.9,6502.0,76178760.0,699756.0,125.57,4.345,2745.0
2025-07-09 22:00:00,SmartMeter_SM_B10_ARQ,124.66,71219896.0,126.29,1.418,0.86,5994.1,76181660.0,699756.0,125.09,4.218,3073.0
2025-07-09 23:00:00,SmartMeter_SM_ECOVILLA,113.6,6608732.5,140.51,13.613,0.77,262.5,297155.1,4406864.0,130.19,4.657,206.0
2025-07-10 00:00:00,SmartMeter_SM_B9_SFA2,125.44,81359950.0,126.02,1.447,0.95,13283.5,84205970.0,2815.0,126.15,3.892,3138.0
2025-07-10 01:00:00,SmartMeter_SM_B10_ARQ,124.15,71237416.0,125.61,1.447,0.86,5692.3,76189890.0,699756.0,124.36,3.483,3077.0
2025-07-10 02:00:00,SmartMeter_SM_B10_ARQ,124.74,71243230.0,126.11,1.43,0.88,5416.2,76192670.0,699756.0,124.56,3.561,2600.0
2025-07-10 03:00:00,SmartMeter_SM_ECOVILLA,112.78,6609737.5,139.37,13.341,0.74,239.5,297155.1,4407674.0,129.26,4.162,200.0
2025-07-10 04:00:00,SmartMeter_SM_B10_ARQ,124.2,71254880.0,126.2,1.44,0.91,5397.1,76198264.0,699756.0,125.36,3.509,2249.0
2025-07-10 05:00:00,SmartMeter_SM_B10_ARQ,123.16,71260420.0,125.41,1.435,0.92,5057.7,76200824.0,699756.0,125.02,3.281,1829.0
2025-07-10 06:00:00,SmartMeter_SM_ECOVILLA,111.87,6610495.0,137.53,14.081,0.81,319.5,297155.1,4408282.0,128.38,4.57,210.0
2025-07-10 07:00:00,SmartMeter_SM_ECOVILLA,111.7,6610763.0,137.37,14.434,0.75,236.8,297155.1,4408486.0,127.6,4.373,196.0
2025-07-10 08:00:00,SmartMeter_SM_B10_ARQ,121.31,71293270.0,122.61,2.049,0.91,30386.6,76210430.0,699756.0,122.3,11.522,13123.0
2025-07-10 09:00:00,SmartMeter_SM_B10_ARQ,120.93,71322990.0,122.26,2.138,0.91,31655.2,76223384.0,699756.0,121.23,12.508,13340.0
2025-07-10 10:00:00,SmartMeter_SM_ECOVILLA,108.72,6619741.0,130.2,11.719,0.82,4245.6,297155.1,4409212.0,116.83,9.886,251.0
2025-07-10 11:00:00,SmartMeter_SM_ECOVILLA,108.85,6624150.0,129.6,11.874,0.85,4816.9,297155.1,4409461.0,116.86,14.312,147.0
2025-07-10 12:00:00,SmartMeter_SM_B10_ARQ,122.98,71383850.0,123.69,2.439,0.97,8700.2,76244550.0,699756.0,123.81,12.014,1701.0
